Word_Corpus_All_Picturebooks,Lemma,Freq_Raw,Word_Narrative_Picturebooks,Lemma,Freq_Raw,Word_Informational_Picturebooks,Lemma,Freq_Raw
laaa,laaa,3,squints,squint,2,,,
failures,failure,3,unguard,unguard,2,,,
misleading,misleading,3,mangroves,mangrove,2,,,
cacklin,cacklin,3,outlines,outline,2,,,
cleverly,cleverly,3,mushed,mush,2,,,
anchovies,anchovy,3,abomination,abomination,2,,,
nnest,nn,3,barfed,barf,2,,,
manfred,manfred,3,carcass,carcass,2,,,
mocha,mocha,3,dand,dand,2,,,
trudy,trudy,3,nastiest,nasty,2,,,
clerks,clerk,3,facilities,facility,2,,,
stewing,stew,3,wheelchairs,wheelchair,2,,,
muddles,muddle,3,verde,verde,2,,,
locking,lock,3,puked,puke,2,,,
krakatau,krakatau,3,indonesia,indonesia,2,,,
clarion,clarion,3,esteban,esteban,2,,,
lilia,lilia,3,nadja,nadja,2,,,
soore,soore,3,elu,elu,2,,,
neighborly,neighborly,3,mewed,mew,2,,,
exiting,exiting,3,vex,vex,2,,,
outsiders,outsider,3,malice,malice,2,,,
tiarosa,tiarosa,3,hoorah,hoorah,2,,,
whoopie,whoopie,3,guzzled,guzzle,2,,,
chento,chento,3,blinkers,blinker,2,,,
smudgy,smudgy,3,transaction,transaction,2,,,
glop,glop,3,vaulted,vault,2,,,
turvy,turvy,3,oie,oie,2,,,
lamas,lamas,3,exemption,exemption,2,,,
unsaid,unsaid,3,waded,wade,2,,,
tarsier,tarsi,3,plesiosaurs,plesiosaur,2,,,
trashing,trash,3,dimetrodons,dimetrodon,2,,,
chatterjee,chatterjee,3,sutton,sutton,2,,,
trey,trey,3,ovens,oven,2,,,
adjusting,adjust,3,levinson,levinson,2,,,
nears,near,3,hiya,hiya,2,,,
plumpest,plumpest,3,meteorites,meteorite,2,,,
nadine,nadine,3,mitsy,mitsy,2,,,
hacking,hack,3,dovey,dovey,2,,,
subscribing,subscribe,3,spurt,spurt,2,,,
insanity,insanity,3,legos,legos,2,,,
scenic,scenic,3,mitzy,mitzy,2,,,
armless,armless,3,bugging,bug,2,,,
alternative,alternative,3,malards,malard,2,,,
segments,segment,3,perimeter,perimeter,2,,,
fasten,fasten,3,listeners,listener,2,,,
humpbacks,humpback,3,caped,cap,2,,,
harps,harp,3,czekaj,czekaj,2,,,
tinkers,tinker,3,unthinkable,unthinkable,2,,,
encyclopedia,encyclopedia,3,repulsive,repulsive,2,,,
skeptical,skeptical,3,kudu,kudu,2,,,
ves,ves,3,minuscule,minuscule,2,,,
grum,grum,3,hvel,hvel,2,,,
mateys,matey,3,heavyduty,heavyduty,2,,,
kayaks,kayak,3,rudder,rudder,2,,,
certainty,certainty,3,clon,clon,2,,,
erp,erp,3,ens,ens,2,,,
borenstein,borenstein,3,charo,charo,2,,,
mountaintops,mountaintop,3,divia,divia,2,,,
fishhook,fishhook,3,yessss,yessss,2,,,
pec,pec,3,lothando,lothando,2,,,
qrs,qrs,3,romero,romero,2,,,
quart,quart,3,ecg,ecg,2,,,
ì•„,ì•„,3,trader,trader,2,,,
ì•„ì´,ì•„ì´,3,illness,illness,2,,,
fg,fg,3,connects,connect,2,,,
fiti,fiti,3,tombstones,tombstone,2,,,
clambering,clamber,3,twistier,twisti,2,,,
sr,sr,3,jef,jef,2,,,
ì£¼,ì£¼,3,cadet,cadet,2,,,
mcpherson,mcpherson,3,pasteles,pasteles,2,,,
steadied,steady,3,equation,equation,2,,,
mouthed,mouthed,3,maduros,maduros,2,,,
smooths,smooth,3,comida,comida,2,,,
humps,hump,3,psome,psome,2,,,
doubting,doubt,3,racism,racism,2,,,
tonga,tonga,3,sorpresa,sorpresa,2,,,
rowley,rowley,3,vamonos,vamonos,2,,,
popcorns,popcorn,3,judgmental,judgmental,2,,,
pawls,pawl,3,globs,globs,2,,,
duvet,duvet,3,melcolm,melcolm,2,,,
subian,subian,3,trounced,trounce,2,,,
historians,historian,3,batchild,batchild,2,,,
mazama,mazama,3,gads,gad,2,,,
initially,initially,3,slicker,slicker,2,,,
lucius,lucius,3,gloppy,gloppy,2,,,
pleeeeease,pleeeeease,3,critterville,critterville,2,,,
verminator,verminator,3,arced,arc,2,,,
vulcan,vulcan,3,dwelled,dwell,2,,,
plasma,plasma,3,whitewash,whitewash,2,,,
ecosystems,ecosystem,3,muso,muso,2,,,
fibrin,fibrin,3,shucked,shuck,2,,,
boxy,boxy,3,crudites,crudite,2,,,
whee,whee,3,concentrates,concentrate,2,,,
shrews,shrew,3,nubby,nubby,2,,,
oat,oat,3,chefer,chefer,2,,,
colossians,colossians,3,whittle,whittle,2,,,
maan,maan,3,compares,compare,2,,,
fleecy,fleecy,3,bleats,bleat,2,,,
dand,dand,3,untying,untie,2,,,
loosey,loosey,3,siesta,siesta,2,,,
seeped,seep,3,heyo,heyo,2,,,
sharpshooter,sharpshooter,3,tapas,tapas,2,,,
ì•ˆ,ì•ˆ,3,uvas,uvas,2,,,
wideeyed,wideeye,3,raghav,raghav,2,,,
slicked,slick,3,windbreaker,windbreaker,2,,,
airy,airy,3,sensibility,sensibility,2,,,
gerati,gerati,3,nuevo,nuevo,2,,,
lust,lust,3,rg,rg,2,,,
straightens,straighten,3,wolff,wolff,2,,,
believers,believer,3,brendel,brendel,2,,,
artivist,artivist,3,aÃ±o,aÃ±o,2,,,
ferrous,ferrous,3,cityscape,cityscape,2,,,
feta,feta,3,arji,arji,2,,,
villi,villi,3,canyons,canyon,2,,,
achievement,achievement,3,chiseled,chisel,2,,,
lewin,lewin,3,mathers,mathers,2,,,
vigor,vigor,3,dimma,dimma,2,,,
doreen,doreen,3,dundee,dundee,2,,,
scarred,scarred,3,shoppings,shopping,2,,,
penthouse,penthouse,3,composer,composer,2,,,
arctivist,arctivist,3,flourishing,flourish,2,,,
saltwater,saltwater,3,alprin,alprin,2,,,
lumberjack,lumberjack,3,loos,loo,2,,,
raff,raff,3,astonish,astonish,2,,,
grunion,grunion,3,voyages,voyage,2,,,
levers,lever,3,londie,londie,2,,,
fuu,fuu,3,londi,londi,2,,,
skitty,skitty,3,clamorred,clamorre,2,,,
shooter,shooter,3,parka,parka,2,,,
tartar,tartar,3,quay,quay,2,,,
murph,murph,3,daaaa,daaaa,2,,,
rubby,rubby,3,monogrammed,monogramme,2,,,
asher,asher,3,slashes,slash,2,,,
meline,meline,3,sinner,sinner,2,,,
snoy,snoy,3,henis,heni,2,,,
iphone,iphone,3,appleberry,appleberry,2,,,
javelinas,javelina,3,lissy,lissy,2,,,
conserve,conserve,3,mctizzy,mctizzy,2,,,
spouted,spout,3,stringing,string,2,,,
snots,snot,3,heheh,heheh,2,,,
nasal,nasal,3,discount,discount,2,,,
ahhhhhhhhhhhh,ahhhhhhhhhhhh,3,tostones,tostones,2,,,
sunless,sunless,3,mcelory,mcelory,2,,,
melor,melor,3,trampolining,trampolining,2,,,
esteem,esteem,3,lece,lece,2,,,
resolve,resolve,3,zawadi,zawadi,2,,,
nonstop,nonstop,3,nightshade,nightshade,2,,,
rolf,rolf,3,conducting,conduct,2,,,
sayings,saying,3,brer,brer,2,,,
pomeranian,pomeranian,3,sputtering,sputter,2,,,
mgherk,mgherk,3,cakeoff,cakeoff,2,,,
porw,porw,3,craftiest,crafty,2,,,
hailed,hail,3,jotting,jot,2,,,
capsized,capsize,3,forster,forster,2,,,
plexiglas,plexiglas,3,banish,banish,2,,,
stature,stature,3,merman,merman,2,,,
tote,tote,3,sunup,sunup,2,,,
enzo,enzo,3,teases,tease,2,,,
forlornly,forlornly,3,philosopher,philosopher,2,,,
auditioning,audition,3,majesties,majesty,2,,,
diggingest,digging,3,define,define,2,,,
sorrows,sorrow,3,leashed,leashed,2,,,
bluebells,bluebell,3,ulis,ulis,2,,,
janowitz,janowitz,3,mephone,mephone,2,,,
snares,snare,3,bumbly,bumbly,2,,,
abdul,abdul,3,misbehave,misbehave,2,,,
woofers,woofer,3,dormant,dormant,2,,,
peat,peat,3,bodair,bodair,2,,,
cycling,cycling,3,headlight,headlight,2,,,
kimmelman,kimmelman,3,viet,viet,2,,,
scripture,scripture,3,ambush,ambush,2,,,
giganto,giganto,3,rabid,rabid,2,,,
slurpee,slurpee,3,toststones,toststone,2,,,
willingly,willingly,3,marjgery,marjgery,2,,,
drilled,drill,3,lifeboats,lifeboat,2,,,
exquisitely,exquisitely,3,abuo,abuo,2,,,
ese,ese,3,elevated,elevated,2,,,
warring,war,3,stubble,stubble,2,,,
redding,redd,3,plantain,plantain,2,,,
rascals,rascal,3,crusade,crusade,2,,,
snippets,snippet,3,maynard,maynard,2,,,
arsenault,arsenault,3,jailed,jail,2,,,
mcclare,mcclare,3,capacity,capacity,2,,,
continually,continually,3,terrorists,terrorist,2,,,
kayo,kayo,3,desegregation,desegregation,2,,,
jotted,jot,3,unchanged,unchanged,2,,,
crisps,crisp,3,hamilton,hamilton,2,,,
greening,greening,3,farber,farber,2,,,
airfield,airfield,3,medina,medina,2,,,
bosons,boson,3,receptionist,receptionist,2,,,
squabbled,squabble,3,sown,sow,2,,,
cuddlier,cuddlier,3,magie,magie,2,,,
meekly,meekly,3,educated,educated,2,,,
livestock,livestock,3,discrimination,discrimination,2,,,
pantomim,pantomim,3,maggy,maggy,2,,,
fermion,fermion,3,branched,branch,2,,,
essentially,essentially,3,roa,roa,2,,,
dormant,dormant,3,talker,talker,2,,,
faked,fake,3,shipped,ship,2,,,
grandin,grandin,3,carritos,carrito,2,,,
masking,mask,3,muÃ±ecas,muÃ±ecas,2,,,
hillary,hillary,3,monedas,monedas,2,,,
prying,pry,3,dulces,dulce,2,,,
talon,talon,3,regalitos,regalito,2,,,
bre,bre,3,rua,rua,2,,,
redheads,redhead,3,arugula,arugula,2,,,
crispiest,crispiest,3,clipton,clipton,2,,,
biodegradable,biodegradable,3,malhar,malhar,2,,,
shoem,shoem,3,forevermore,forevermore,2,,,
raggedy,raggedy,3,parranda,parranda,2,,,
lados,lados,3,wrangling,wrangle,2,,,
hos,hos,3,beim,beim,2,,,
wildness,wildness,3,limo,limo,2,,,
frond,frond,3,braised,braise,2,,,
revolves,revolve,3,croked,croke,2,,,
bristle,bristle,3,plantains,plantain,2,,,
cooooool,cooooool,3,scholarship,scholarship,2,,,
tidings,tiding,3,morale,morale,2,,,
astley,astley,3,budget,budget,2,,,
tittle,tittle,3,newbies,newbie,2,,,
fum,fum,3,huskys,huskys,2,,,
sck,sck,3,fondly,fondly,2,,,
manch,manch,3,sahib,sahib,2,,,
clim,clim,3,swami,swami,2,,,
buoyant,buoyant,3,snowfill,snowfill,2,,,
francesca,francesca,3,dwindling,dwindle,2,,,
worldly,worldly,3,bangles,bangle,2,,,
junio,junio,3,batsy,batsy,2,,,
ponders,ponder,3,quinton,quinton,2,,,
kookaburra,kookaburra,3,newbie,newbie,2,,,
unheard,unheard,3,thneeds,thneed,2,,,
grandparent,grandparent,3,laila,laila,2,,,
smokes,smoke,3,unicornia,unicornia,2,,,
sherbet,sherbet,3,trevin,trevin,2,,,
attempting,attempt,3,drummond,drummond,2,,,
henderson,henderson,3,minotaur,minotaur,2,,,
taro,taro,3,humankind,humankind,2,,,
ì›¬,ì›¬,3,airports,airport,2,,,
perfected,perfect,3,musk,musk,2,,,
constable,constable,3,breeding,breed,2,,,
pratty,pratty,3,containing,contain,2,,,
obliged,oblige,3,escorting,escort,2,,,
unhappily,unhappily,3,yorkers,yorker,2,,,
squints,squint,3,quacka,quacka,2,,,
clothed,clothe,3,headstands,headstand,2,,,
ticklist,ticklist,3,muha,muha,2,,,
teeters,teeter,3,millet,millet,2,,,
gophers,gopher,3,bibo,bibo,2,,,
pirated,pirate,3,goddesses,goddess,2,,,
emitting,emit,3,applaud,applaud,2,,,
brooke,brooke,3,neptunes,neptunes,2,,,
linens,linen,3,nyash,nyash,2,,,
traders,trader,3,plumed,plume,2,,,
reuben,reuben,3,reassemble,reassemble,2,,,
novana,novana,3,nasha,nasha,2,,,
mut,mut,3,pillbug,pillbug,2,,,
janas,janas,3,hysterically,hysterically,2,,,
sk,sk,3,displeased,displease,2,,,
ref,ref,3,chronicle,chronicle,2,,,
tee,tee,3,innards,innard,2,,,
mimo,mimo,3,inconclusive,inconclusive,2,,,
files,file,3,kowalski,kowalski,2,,,
emptiness,emptiness,3,tabletop,tabletop,2,,,
fluke,fluke,3,mman,mman,2,,,
arfie,arfie,3,conditioners,conditioner,2,,,
janes,janes,3,compose,compose,2,,,
leech,leech,3,barock,barock,2,,,
approximately,approximately,3,pootube,pootube,2,,,
educators,educator,3,blindfold,blindfold,2,,,
jacqueline,jacqueline,3,desires,desire,2,,,
fogged,fog,3,lapel,lapel,2,,,
cottages,cottage,3,bakar,bakar,2,,,
snozzdripple,snozzdripple,3,pola,pola,2,,,
brÃ»lÃ©e,brÃ»lÃ©e,3,burlap,burlap,2,,,
hiders,hider,3,chetta,chetta,2,,,
bose,bose,3,ganga,ganga,2,,,
boyfriends,boyfriend,3,gackle,gackle,2,,,
pio,pio,3,mahabharata,mahabharata,2,,,
pharmacy,pharmacy,3,tonk,tonk,2,,,
metropolitan,metropolitan,3,philbert,philbert,2,,,
ambition,ambition,3,laddoo,laddoo,2,,,
gloved,gloved,3,viewed,view,2,,,
crankiness,crankiness,3,sampling,sample,2,,,
transports,transport,3,temples,temple,2,,,
barfy,barfy,3,plateful,plateful,2,,,
vanelopey,vanelopey,3,clamoring,clamor,2,,,
mhab,mhab,3,zimmer,zimmer,2,,,
architecture,architecture,3,headline,headline,2,,,
thickens,thickens,3,bungalow,bungalow,2,,,
moondust,moondust,3,btis,btis,2,,,
dickens,dickens,3,approximately,approximately,2,,,
ladoos,ladoo,3,merge,merge,2,,,
grate,grate,3,attaching,attach,2,,,
refreshment,refreshment,3,sunbirds,sunbirds,2,,,
bramley,bramley,3,hurdles,hurdle,2,,,
hahahah,hahahah,3,disappearance,disappearance,2,,,
croissants,croissant,3,disguising,disguise,2,,,
rebuilding,rebuild,3,thankfulness,thankfulness,2,,,
motivate,motivate,3,pawns,pawn,2,,,
associates,associate,3,bullfrogs,bullfrog,2,,,
yellowish,yellowish,3,investigation,investigation,2,,,
maude,maude,3,trillions,trillion,2,,,
aged,aged,3,belied,belie,2,,,
numbat,numbat,3,reacted,react,2,,,
eula,eula,3,hindsight,hindsight,2,,,
jula,jula,3,writings,writing,2,,,
palaces,palace,3,realization,realization,2,,,
tailors,tailor,3,bosom,bosom,2,,,
navigating,navigate,3,maroons,maroon,2,,,
heirloom,heirloom,3,cherokee,cherokee,2,,,
hadfield,hadfield,3,marvels,marvel,2,,,
aries,aries,3,aces,ace,2,,,
yula,yula,3,mcclure,mcclure,2,,,
bedraggled,bedraggle,3,whooshes,whoosh,2,,,
consulted,consult,3,macey,macey,2,,,
buffaloes,buffalo,3,squishies,squishies,2,,,
snoozy,snoozy,3,mayfly,mayfly,2,,,
kareim,kareim,3,bleach,bleach,2,,,
granola,granola,3,ewwww,ewwww,2,,,
disrespect,disrespect,3,wased,wase,2,,,
aome,aome,3,mourned,mourned,2,,,
pon,pon,3,grossness,grossness,2,,,
weevy,weevy,3,enraged,enrage,2,,,
ne,ne,3,noting,note,2,,,
vivi,vivi,3,riddance,riddance,2,,,
poopoo,poopoo,3,whitening,whiten,2,,,
flippy,flippy,3,shocks,shock,2,,,
logistics,logistic,3,eyelid,eyelid,2,,,
lina,lina,3,despaired,despair,2,,,
snoots,snoot,3,sloshed,slosh,2,,,
zuu,zuu,3,maan,maan,2,,,
pawed,paw,3,granley,granley,2,,,
vibrating,vibrate,3,bful,bful,2,,,
requirements,requirement,3,resource,resource,2,,,
delhi,delhi,3,bane,bane,2,,,
quizzed,quiz,3,retreating,retreat,2,,,
heartbreaking,heartbreaking,3,chese,chese,2,,,
paulini,paulini,3,brandt,brandt,2,,,
gulab,gulab,3,freshwater,freshwater,2,,,
giraff,giraff,3,burg,burg,2,,,
windmilled,windmille,3,woodcutters,woodcutter,2,,,
nicowicz,nicowicz,3,finely,finely,2,,,
wonderfullest,wonderfull,3,faulty,faulty,2,,,
hubs,hub,3,scadaddled,scadaddle,2,,,
defending,defend,3,leisurely,leisurely,2,,,
efficiently,efficiently,3,kaboodle,kaboodle,2,,,
wce,wce,3,grandly,grandly,2,,,
shriveled,shrivel,3,bonky,bonky,2,,,
buzs,buzs,3,spinko,spinko,2,,,
supergirl,supergirl,3,coracle,coracle,2,,,
jetted,jet,3,fuca,fuca,2,,,
waggling,waggle,3,carac,carac,2,,,
ainsworth,ainsworth,3,duan,duan,2,,,
wince,wince,3,flicken,flicken,2,,,
tit,tit,3,froglet,froglet,2,,,
smug,smug,3,wrigley,wrigley,2,,,
couture,couture,3,omnijoin,omnijoin,2,,,
squires,squire,3,scholars,scholar,2,,,
barracuda,barracuda,3,bayonet,bayonet,2,,,
wibbled,wibble,3,brink,brink,2,,,
pister,pister,3,ensured,ensure,2,,,
schnitle,schnitle,3,recycles,recycle,2,,,
hugglebugle,hugglebugle,3,frozone,frozone,2,,,
nationality,nationality,3,boned,boned,2,,,
aftershave,aftershave,3,somethings,something,2,,,
louse,louse,3,nutrition,nutrition,2,,,
marinara,marinara,3,rac,rac,2,,,
angers,anger,3,swimsuits,swimsuit,2,,,
yin,yin,3,betatina,betatina,2,,,
nips,nip,3,baboom,baboom,2,,,
weinstein,weinstein,3,lionesses,lioness,2,,,
porkers,porker,3,kiche,kiche,2,,,
bullhead,bullhead,3,wingspan,wingspan,2,,,
conveniently,conveniently,3,spookier,spooky,2,,,
madd,madd,3,comforter,comforter,2,,,
wadle,wadle,3,nany,nany,2,,,
tasmania,tasmania,3,shoebox,shoebox,2,,,
bish,bish,3,mem,mem,2,,,
supervision,supervision,3,newman,newman,2,,,
blubbering,blubbering,3,winded,wind,2,,,
elks,elks,3,graeme,graeme,2,,,
menace,menace,3,reconnected,reconnecte,2,,,
blames,blame,3,hartland,hartland,2,,,
grandsons,grandson,3,besties,bestie,2,,,
displeased,displeased,3,smugly,smugly,2,,,
cockaoodle,cockaoodle,3,scarred,scarred,2,,,
audiobook,audiobook,3,clownfish,clownfish,2,,,
wielding,wield,3,caress,caress,2,,,
busby,busby,3,lucius,lucius,2,,,
confronted,confront,3,freezers,freezer,2,,,
conquers,conquer,3,bellhop,bellhop,2,,,
shatters,shatter,3,polluting,pollute,2,,,
sillier,silly,3,bonbons,bonbon,2,,,
cowgirls,cowgirl,3,gratifying,gratifying,2,,,
kanoj,kanoj,3,barnacle,barnacle,2,,,
pierces,pierce,3,swaggling,swaggling,2,,,
innocence,innocence,3,monicaa,monicaa,2,,,
andres,andres,3,confronting,confront,2,,,
wallstead,wallstead,3,choot,choot,2,,,
packaged,package,3,appetizers,appetizer,2,,,
truman,truman,3,lazette,lazette,2,,,
horsepower,horsepower,3,mumma,mumma,2,,,
fiddlers,fiddlers,3,swine,swine,2,,,
sachet,sachet,3,vegetation,vegetation,2,,,
wack,wack,3,counseling,counseling,2,,,
swaddled,swaddle,3,blobby,blobby,2,,,
ronan,ronan,3,beverages,beverage,2,,,
pave,pave,3,sidetracked,sidetrack,2,,,
dismal,dismal,3,loette,loette,2,,,
pito,pito,3,ryer,ryer,2,,,
cooly,cooly,3,aele,aele,2,,,
meer,meer,3,larva,larva,2,,,
knockout,knockout,3,distaste,distaste,2,,,
marvellous,marvellous,3,dodd,dodd,2,,,
rox,rox,3,consume,consume,2,,,
endure,endure,3,topiaries,topiary,2,,,
borough,borough,3,raar,raar,2,,,
microphones,microphone,3,appliances,appliance,2,,,
rampage,rampage,3,electronic,electronic,2,,,
telegraph,telegraph,3,sil,sil,2,,,
poisoning,poison,3,glinted,glint,2,,,
sendak,sendak,3,otherworldly,otherworldly,2,,,
imitators,imitator,3,leonid,leonid,2,,,
ap,ap,3,deepening,deepening,2,,,
mala,mala,3,creamiest,creamy,2,,,
shing,shing,3,kindled,kindle,2,,,
girly,girly,3,heavenwards,heavenward,2,,,
hovercraft,hovercraft,3,trudging,trudge,2,,,
carmelo,carmelo,3,cicott,cicott,2,,,
wattle,wattle,3,bidg,bidg,2,,,
flooor,flooor,3,woodwork,woodwork,2,,,
hence,hence,3,alight,alight,2,,,
vans,van,3,spidery,spidery,2,,,
yan,yan,3,platoon,platoon,2,,,
stripping,strip,3,clatters,clatter,2,,,
fireproof,fireproof,3,handbag,handbag,2,,,
yowling,yowling,3,simultaneously,simultaneously,2,,,
incisors,incisor,3,liberation,liberation,2,,,
rika,rika,3,tans,tans,2,,,
potent,potent,3,cooperative,cooperative,2,,,
mj,mj,3,fife,fife,2,,,
slaps,slap,3,toho,toho,2,,,
ironic,ironic,3,plucks,pluck,2,,,
mcgear,mcgear,3,gaelic,gaelic,2,,,
chalet,chalet,3,puddling,puddle,2,,,
sashay,sashay,3,meowwwwww,meowwwwww,2,,,
garnish,garnish,3,kade,kade,2,,,
bbq,bbq,3,brid,brid,2,,,
innovative,innovative,3,strang,strang,2,,,
shunned,shun,3,pul,pul,2,,,
derby,derby,3,purchasing,purchase,2,,,
leisurely,leisurely,3,zzz,zzz,2,,,
newt,newt,3,kinky,kinky,2,,,
questionable,questionable,3,tatting,tatting,2,,,
seabirds,seabird,3,foley,foley,2,,,
caramelos,caramelos,3,milked,milk,2,,,
whis,whis,3,pepperonis,pepperoni,2,,,
aircraft,aircraft,3,quackadoodle,quackadoodle,2,,,
weirdo,weirdo,3,blarp,blarp,2,,,
solemn,solemn,3,glitzy,glitzy,2,,,
slumbers,slumber,3,swipes,swipe,2,,,
trudging,trudge,3,lurching,lurch,2,,,
splurth,splurth,3,cornstcks,cornstck,2,,,
tromping,tromping,3,improvised,improvise,2,,,
fleming,fleming,3,injuries,injury,2,,,
patterson,patterson,3,intensive,intensive,2,,,
askew,askew,3,snowmobile,snowmobile,2,,,
posting,post,3,harnessed,harness,2,,,
beged,beg,3,keegan,keegan,2,,,
disguising,disguise,3,spanking,spanking,2,,,
coasters,coaster,3,peack,peack,2,,,
slobbered,slobber,3,annoy,annoy,2,,,
colorless,colorless,3,moonberry,moonberry,2,,,
greene,greene,3,didly,didly,2,,,
expertly,expertly,3,cricet,cricet,2,,,
mourn,mourn,3,quantity,quantity,2,,,
empties,empty,3,whed,whe,2,,,
overturned,overturn,3,resentment,resentment,2,,,
bycatch,bycatch,3,taverns,tavern,2,,,
lashed,lash,3,pester,pester,2,,,
astir,astir,3,litwin,litwin,2,,,
tropic,tropic,3,niagara,niagara,2,,,
crannies,cranny,3,tabi,tabi,2,,,
infrared,infrared,3,yesss,yesss,2,,,
cb,cb,3,slippity,slippity,2,,,
moany,moany,3,egos,ego,2,,,
kinky,kinky,3,silenced,silence,2,,,
noos,noos,3,poesia,poesia,2,,,
speedboat,speedboat,3,zapper,zapper,2,,,
auk,auk,3,xiao,xiao,2,,,
buccaneer,buccaneer,3,kan,kan,2,,,
obediently,obediently,3,clarinet,clarinet,2,,,
fictional,fictional,3,smartphone,smartphone,2,,,
gateau,gateau,3,gogb,gogb,2,,,
thunderstruck,thunderstruck,3,shudders,shudder,2,,,
roxxy,roxxy,3,trude,trude,2,,,
hopi,hopi,3,delicacies,delicacy,2,,,
influencer,influencer,3,crabapple,crabapple,2,,,
outburst,outburst,3,sze,sze,2,,,
henway,henway,3,picadors,picador,2,,,
gry,gry,3,spews,spew,2,,,
sleding,sled,3,sipkin,sipkin,2,,,
judas,judas,3,nozzle,nozzle,2,,,
imitate,imitate,3,simpkins,simpkins,2,,,
olde,olde,3,foreigners,foreigner,2,,,
glitched,glitche,3,canister,canister,2,,,
trends,trend,3,nixie,nixie,2,,,
wildebeests,wildebeest,3,fischer,fischer,2,,,
jugglers,juggler,3,duvoisin,duvoisin,2,,,
fines,fine,3,entwined,entwine,2,,,
weirdness,weirdness,3,calligraphy,calligraphy,2,,,
hickens,hicken,3,notches,notch,2,,,
mas,mas,3,gup,gup,2,,,
raj,raj,3,diarrhea,diarrhea,2,,,
baubles,bauble,3,optimism,optimism,2,,,
costly,costly,3,trey,trey,2,,,
brides,bride,3,shorten,shorten,2,,,
uncurl,uncurl,3,specs,spec,2,,,
redey,redey,3,baddies,baddie,2,,,
grabbers,grabber,3,doct,doct,2,,,
hausa,hausa,3,blissful,blissful,2,,,
hyman,hyman,3,rf,rf,2,,,
hastings,hastings,3,diip,diip,2,,,
monstrously,monstrously,3,grumpitude,grumpitude,2,,,
thumpy,thumpy,3,moba,moba,2,,,
torpedo,torpedo,3,schol,schol,2,,,
amendment,amendment,3,catmother,catmother,2,,,
discipline,discipline,3,dolittle,dolittle,2,,,
yoruba,yoruba,3,cloudcat,cloudcat,2,,,
polisher,polisher,3,leing,lee,2,,,
kirsten,kirsten,3,trickorreat,trickorreat,2,,,
chapters,chapter,3,plumb,plumb,2,,,
lockies,lockie,3,nein,nein,2,,,
curt,curt,3,tatam,tatam,2,,,
tued,tue,3,benali,benali,2,,,
spurting,spurt,3,transfixed,transfix,2,,,
footwork,footwork,3,petersburg,petersburg,2,,,
kilogram,kilogram,3,stompyaurus,stompyaurus,2,,,
tinkered,tinker,3,pomeranian,pomeranian,2,,,
buffoon,buffoon,3,creeeak,creeeak,2,,,
sputtering,sputter,3,apparents,apparent,2,,,
cheaping,cheape,3,uhhhhh,uhhhhh,2,,,
crouton,crouton,3,dissatisfied,dissatisfied,2,,,
selena,selena,3,jun,jun,2,,,
pinchers,pincher,3,fines,fine,2,,,
blowers,blower,3,monologuing,monologuing,2,,,
terriers,terrier,3,engineering,engineering,2,,,
triathlete,triathlete,3,measurement,measurement,2,,,
cornelia,cornelia,3,qui,qui,2,,,
dungarees,dungaree,3,raison,raison,2,,,
ukuleles,ukulele,3,undisturbed,undisturbe,2,,,
bottlenose,bottlenose,3,pebbly,pebbly,2,,,
daft,daft,3,bodhi,bodhi,2,,,
reddest,reddest,3,ger,ger,2,,,
aji,aji,3,sloosh,sloosh,2,,,
dev,dev,3,rockfor,rockfor,2,,,
rosalie,rosalie,3,subo,subo,2,,,
speckle,speckle,3,ap,ap,2,,,
larson,larson,3,scenarios,scenario,2,,,
sema,sema,3,libertad,libertad,2,,,
doorbells,doorbell,3,prominard,prominard,2,,,
daria,daria,3,miho,miho,2,,,
antelopes,antelope,3,memoir,memoir,2,,,
chichi,chichi,3,sorter,sorter,2,,,
ramps,ramp,3,optimist,optimist,2,,,
scrolls,scroll,3,vis,vis,2,,,
cur,cur,3,vents,vent,2,,,
dunder,dunder,3,ramirez,ramirez,2,,,
claiming,claim,3,shards,shard,2,,,
junction,junction,3,meena,meena,2,,,
watcher,watcher,3,teammate,teammate,2,,,
mailroom,mailroom,3,beaters,beater,2,,,
pastimes,pastime,3,hookie,hookie,2,,,
garde,garde,3,ripoff,ripoff,2,,,
regarding,regard,3,quinoa,quinoa,2,,,
jamaica,jamaica,3,superpowered,superpowere,2,,,
gob,gob,3,mature,mature,2,,,
superbad,superbad,3,reclaim,reclaim,2,,,
outnumbered,outnumber,3,stevens,stevens,2,,,
liter,liter,3,benton,benton,2,,,
purposely,purposely,3,distribution,distribution,2,,,
plowing,plow,3,boog,boog,2,,,
trucker,trucker,3,wahhhh,wahhhh,2,,,
breezed,breeze,3,barfing,barf,2,,,
bullard,bullard,3,hund,hund,2,,,
penmanship,penmanship,3,nosewarming,nosewarme,2,,,
parchment,parchment,3,tarte,tarte,2,,,
snowstorms,snowstorm,3,polluted,pollute,2,,,
sufficiently,sufficiently,3,fabled,fabled,2,,,
raldrasal,raldrasal,3,blubbery,blubbery,2,,,
weeny,weeny,3,clemens,clemen,2,,,
xiao,xiao,3,birthdate,birthdate,2,,,
stowaway,stowaway,3,arriba,arriba,2,,,
tilapia,tilapia,3,otg,otg,2,,,
kuru,kuru,3,malaki,malaki,2,,,
presentations,presentation,3,armbands,armband,2,,,
sightseeing,sightseeing,3,convinces,convince,2,,,
