Word_Corpus_All_Picturebooks,Lemma,Freq_Raw,Word_Narrative_Picturebooks,Lemma,Freq_Raw,Word_Informational_Picturebooks,Lemma,Freq_Raw
late,late,706,plan,plan,598,shape,shape,111
birthday,birthday,706,grandpa,grandpa,597,ones,one,111
halloween,halloween,706,music,music,596,wo,will,111
knows,know,706,prince,prince,596,city,city,110
everywhere,everywhere,705,jump,jump,596,goes,go,110
tired,tired,704,kitchen,kitchen,595,voice,voice,110
toys,toy,704,hole,hole,594,soft,soft,110
pie,pie,701,number,number,592,dry,dry,110
eating,eat,698,talk,talk,592,eye,eye,110
poor,poor,697,means,mean,592,cut,cut,110
game,game,696,bat,bat,590,game,game,110
owl,owl,695,watched,watch,590,scary,scary,109
orange,orange,693,dogs,dog,589,weather,weather,108
song,song,692,horse,horse,589,parts,part,108
near,near,691,hug,hug,588,forget,forget,108
grandpa,grandpa,691,color,color,588,mama,mama,108
summer,summer,688,used,use,587,s,s,108
picked,pick,688,game,game,586,wind,wind,108
river,river,687,watching,watch,585,purple,purple,108
wings,wing,684,meet,meet,584,visit,visit,108
star,star,684,line,line,580,feels,feel,108
plan,plan,682,free,free,580,pink,pink,108
whispered,whisper,682,second,second,579,alone,alone,108
onto,onto,681,bears,bear,573,scared,scared,107
ah,ah,678,subscribe,subscribe,571,monkeys,monkey,107
chocolate,chocolate,676,peppa,peppa,570,mind,mind,107
excited,excited,675,candy,candy,568,grew,grow,106
second,second,675,arrived,arrive,567,keeps,keep,105
watching,watch,675,mouth,mouth,567,welcome,welcome,105
slowly,slowly,674,star,star,565,course,course,105
shark,shark,673,near,near,565,round,round,105
stuck,stick,672,needed,need,564,polar,polar,105
sheep,sheep,670,liked,like,563,turtles,turtle,105
helped,help,670,truck,truck,562,miles,mile,105
line,line,669,running,run,562,na,to,104
fairy,fairy,668,held,hold,562,gon,go,104
takes,take,666,young,young,561,short,short,104
asleep,asleep,666,apple,apple,561,nine,nine,104
ocean,ocean,664,important,important,559,native,native,103
spring,spring,664,strange,strange,557,dragon,dragon,103
magical,magical,663,slowly,slowly,557,above,above,103
fluffy,fluffy,662,queen,queen,556,mary,mary,103
easy,easy,659,moment,moment,552,predators,predator,103
hole,hole,659,magical,magical,550,sister,sister,103
subscribe,subscribe,659,grass,grass,548,step,step,103
apple,apple,659,soft,soft,548,mrs,mrs,103
soft,soft,658,squirrel,squirrel,546,extra,extra,103
space,space,656,race,race,545,quite,quite,102
horse,horse,656,tomorrow,tomorrow,545,tigers,tiger,102
wear,wear,655,goodbye,goodbye,543,sing,sing,102
hug,hug,653,legs,leg,543,fight,fight,102
city,city,651,eating,eat,542,mud,mud,102
truck,truck,651,yelled,yell,542,behind,behind,102
watched,watch,646,bag,bag,542,filled,fill,102
grass,grass,645,street,street,542,arctic,arctic,101
sounds,sound,644,talking,talk,541,huge,huge,101
pick,pick,643,city,city,541,hat,hat,101
running,run,642,ears,ear,541,angry,angry,100
train,train,641,elephant,elephant,540,vote,vote,100
amazing,amazing,638,reached,reach,539,hunt,hunt,100
ears,ear,637,learned,learn,538,working,work,100
yourself,yourself,635,park,park,538,perfect,perfect,100
thanksgiving,thanksgiving,635,cow,cow,537,ran,run,100
queen,queen,635,valentine,valentine,537,grows,grow,100
kitchen,kitchen,634,matter,matter,537,blood,blood,100
welcome,welcome,633,easy,easy,536,bus,bus,99
replied,reply,633,peter,peter,534,rainbow,rainbow,99
needed,need,633,move,move,534,bee,bee,99
bigger,big,632,named,name,534,thick,thick,99
animal,animal,632,helped,help,533,wide,wide,99
named,name,630,climbed,climb,533,enjoy,enjoy,99
strange,strange,628,boys,boy,531,d,d,99
change,change,628,seemed,seem,531,team,team,99
became,become,626,wings,wing,531,ride,ride,99
jesus,jesus,625,wear,wear,530,honey,honey,99
goodbye,goodbye,622,needs,need,529,lights,light,99
arrived,arrive,620,welcome,welcome,528,million,million,98
needs,need,618,anyone,anyone,528,sat,sit,98
large,large,617,rose,rose,528,dinosaur,dinosaur,98
body,body,617,pick,pick,528,apple,apple,98
held,hold,617,years,year,528,group,group,98
park,park,616,takes,take,527,idea,idea,98
race,race,616,dr,dr,527,quickly,quickly,97
liked,like,614,ghost,ghost,526,using,use,97
h,h,613,amazing,amazing,526,daddy,daddy,97
street,street,612,quick,quick,525,grass,grass,97
matter,matter,611,orange,orange,524,everybody,everybody,97
talking,talk,610,trick,trick,524,paper,paper,97
stand,stand,609,train,train,523,brought,bring,97
prince,prince,608,summer,summer,522,likes,like,97
sam,sam,607,herself,herself,520,lived,live,97
moment,moment,605,yourself,yourself,520,letter,letter,96
candy,candy,604,land,land,519,speak,speak,96
anyone,anyone,604,mess,mess,519,ears,ear,96
enjoy,enjoy,603,tooth,tooth,519,smell,smell,96
actually,actually,603,shook,shake,518,gives,give,96
wide,wide,601,sam,sam,516,follow,follow,96
tooth,tooth,600,treat,treat,514,named,name,96
picture,picture,600,farmer,farmer,513,second,second,96
flower,flower,599,trouble,trouble,512,bones,bone,95
boys,boy,599,sounds,sound,512,protect,protect,95
follow,follow,596,mine,mine,511,power,power,95
bag,bag,595,asks,ask,508,cream,cream,95
times,time,594,spot,spot,507,ladybug,ladybug,95
visit,visit,594,taking,take,507,wrote,write,95
elephant,elephant,594,bigger,big,504,stick,stick,95
tomorrow,tomorrow,593,secret,secret,504,grandpa,grandpa,94
taking,take,592,enjoy,enjoy,504,m,m,94
stick,stick,590,jesus,jesus,503,foreign,foreign,94
below,below,590,wide,wide,502,turned,turn,93
rainbow,rainbow,589,chair,chair,500,lost,lose,93
dr,dr,588,follow,follow,500,drink,drink,92
arms,arm,587,castle,castle,500,feelings,feeling,92
cow,cow,585,cheese,cheese,500,arms,arm,92
breath,breath,583,problem,problem,496,kept,keep,92
trick,trick,582,gift,gift,496,loves,love,92
treat,treat,581,stick,stick,495,choose,choose,92
quick,quick,579,arms,arm,495,pet,pet,92
huge,huge,578,met,meet,495,answer,answer,92
colors,color,578,played,play,494,owl,owl,92
mary,mary,577,money,money,493,everywhere,everywhere,91
reached,reach,576,tea,tea,493,sam,sam,91
peppa,peppa,575,rainbow,rainbow,490,longer,long,91
count,count,575,laugh,laugh,489,art,art,91
met,meet,574,six,six,487,healthy,healthy,91
squirrel,squirrel,574,copy,copy,487,floor,floor,91
secret,secret,573,nobody,nobody,487,tells,tell,91
seven,seven,572,visit,visit,486,wrong,wrong,91
herself,herself,572,road,road,486,spots,spot,91
swim,swim,570,thanksgiving,thanksgiving,486,shapes,shape,90
worked,work,569,sitting,sit,485,cars,car,90
rose,rose,567,large,large,484,watching,watch,90
saying,say,567,library,library,483,sick,sick,90
mine,mine,567,chicken,chicken,483,woman,woman,90
mess,mess,566,unicorn,unicorn,482,saying,say,90
climbed,climb,564,delicious,delicious,481,sand,sand,90
men,man,564,waited,wait,480,past,past,90
library,library,563,bath,bath,478,pie,pie,90
yelled,yell,562,saying,say,477,letters,letter,90
seemed,seem,559,huge,huge,477,decided,decide,90
valentine,valentine,558,clothes,clothe,477,cake,cake,90
ghost,ghost,558,flower,flower,474,uncle,uncle,90
woman,woman,558,mary,mary,474,war,war,90
trouble,trouble,557,worried,worried,474,pumpkins,pumpkin,89
clothes,clothe,557,caught,catch,474,line,line,89
problem,problem,556,stand,stand,474,needs,need,89
played,play,556,below,below,473,truck,truck,89
asks,ask,555,doctor,doctor,472,corn,corn,89
purple,purple,553,cats,cat,472,helping,help,89
plants,plant,551,picture,picture,470,wants,want,88
cheese,cheese,549,dreams,dream,470,lincoln,lincoln,88
pet,pet,549,breath,breath,470,north,north,88
chair,chair,548,hill,hill,469,shoes,shoe,88
copy,copy,548,noticed,notice,469,games,game,88
dreams,dream,547,child,child,469,workers,worker,88
eye,eye,547,woman,woman,468,waiting,wait,88
milk,milk,547,lion,lion,467,subscribe,subscribe,88
wild,wild,547,upon,upon,467,write,write,88
lion,lion,546,became,become,467,building,building,88
fact,fact,545,breakfast,breakfast,467,humans,human,87
stuff,stuff,545,spring,spring,466,months,month,87
delicious,delicious,543,stuff,stuff,463,police,police,87
peter,peter,542,grabbed,grab,462,milk,milk,87
gift,gift,540,space,space,461,celebrate,celebrate,87
shook,shake,540,milk,milk,460,less,less,87
team,team,539,tight,tight,459,feathers,feather,87
laugh,laugh,535,glad,glad,458,trying,try,86
art,art,535,shark,shark,458,built,build,86
answer,answer,533,wall,wall,458,ants,ant,86
tea,tea,533,pet,pet,457,york,york,86
sand,sand,533,actually,actually,457,freedom,freedom,86
happens,happen,533,spider,spider,456,against,against,86
ship,ship,530,happens,happen,456,monkey,monkey,86
child,child,530,um,um,455,hurt,hurt,85
step,step,527,ho,ho,452,taking,take,85
spider,spider,526,h,h,452,surprise,surprise,85
worried,worried,525,woke,wake,451,town,town,85
myself,myself,523,boo,boo,447,duck,duck,85
farmer,farmer,523,times,time,445,reach,reach,85
turtle,turtle,523,myself,myself,445,washington,washington,85
ones,one,523,purple,purple,445,afraid,afraid,84
chicken,chicken,522,bob,bob,444,slow,slow,84
doctor,doctor,522,splat,splat,444,surface,surface,84
lights,light,522,art,art,444,plan,plan,84
buy,buy,521,buy,buy,443,famous,famous,83
waited,wait,521,worked,work,443,changed,change,83
happen,happen,521,sand,sand,443,dolphin,dolphin,83
cut,cut,521,wet,wet,443,understand,understand,83
feels,feel,520,pizza,pizza,442,snakes,snake,83
road,road,520,happen,happen,442,week,week,83
eight,eight,518,answer,answer,441,bodies,body,82
t,t,517,woods,wood,440,gray,gray,82
caught,catch,517,team,team,440,bite,bite,82
wet,wet,517,covered,cover,439,nest,nest,82
castle,castle,516,noise,noise,439,stuff,stuff,82
nobody,nobody,516,probably,probably,438,practice,practice,82
become,become,515,straight,straight,438,insect,insect,82
unicorn,unicorn,515,anymore,anymore,438,families,family,81
breakfast,breakfast,514,change,change,438,beach,beach,81
hill,hill,513,jim,jim,438,apples,apple,81
pizza,pizza,513,max,max,437,hop,hop,81
tight,tight,511,eye,eye,437,size,size,81
probably,probably,509,men,man,436,faster,fast,81
um,um,509,cookies,cookie,436,silly,silly,81
glad,glad,508,joy,joy,436,spread,spread,81
grown,grow,508,hit,hit,434,tooth,tooth,81
bath,bath,508,basket,basket,434,soil,soil,81
sitting,sit,507,monsters,monster,433,homes,home,81
cookies,cookie,506,count,count,433,travel,travel,81
covered,cover,505,ocean,ocean,431,known,know,81
straight,straight,504,cry,cry,430,busy,busy,81
bats,bat,504,followed,follow,430,calm,calm,81
wall,wall,504,lovely,lovely,429,pollen,pollen,80
noticed,notice,503,finished,finish,429,running,run,80
helps,help,502,piece,piece,429,thinking,think,80
clouds,cloud,501,terrible,terrible,429,carry,carry,80
angry,angry,501,shout,shout,427,library,library,80
lives,live,500,cute,cute,427,christmas,christmas,80
store,store,500,sang,sing,425,pig,pig,80
monkey,monkey,498,toward,toward,424,history,history,80
honey,honey,497,early,early,424,clothes,clothe,80
faster,fast,496,step,step,424,queen,queen,79
living,live,495,llama,llama,423,nectar,nectar,79
above,above,495,lights,light,423,rabbit,rabbit,79
hurt,hurt,495,grumpy,grumpy,422,tiger,tiger,79
upon,upon,494,store,store,421,bottom,bottom,79
anymore,anymore,494,clifford,clifford,421,already,already,79
noise,noise,493,animal,animal,419,respect,respect,79
joy,joy,491,proud,proud,418,sharp,sharp,79
tiger,tiger,491,toy,toy,418,goodbye,goodbye,79
places,place,491,swim,swim,417,happen,happen,79
proud,proud,491,amelia,amelia,417,half,half,79
able,able,490,listening,listen,416,lion,lion,79
cry,cry,489,wild,wild,416,met,meet,79
early,early,487,paint,paint,416,l,l,79
week,week,486,faster,fast,415,store,store,79
since,since,486,colors,color,415,since,since,79
fight,fight,485,singing,singe,414,song,song,78
middle,middle,485,middle,middle,413,funny,funny,78
build,build,485,feels,feel,412,dirt,dirt,78
understand,understand,484,ones,one,412,rights,right,78
farm,farm,484,tiger,tiger,412,buy,buy,78
hit,hit,484,monkey,monkey,412,girls,girl,78
listening,listen,482,cut,cut,411,moving,move,78
cute,cute,482,hurt,hurt,410,john,john,78
beach,beach,482,missing,miss,409,park,park,78
toward,toward,481,ship,ship,409,myself,myself,78
terrible,terrible,481,puppy,puppy,408,party,party,77
boo,boo,479,farm,farm,408,numbers,number,77
toy,toy,479,since,since,407,pull,pull,77
foreign,foreign,479,showed,show,407,dreams,dream,77
b,b,479,fact,fact,406,snake,snake,77
seeds,seed,478,shall,shall,406,planets,planet,77
shout,shout,478,trip,trip,406,pictures,picture,77
max,max,477,guy,guy,405,happens,happen,77
woke,wake,477,cave,cave,404,fell,fall,77
between,between,477,dw,dw,404,hang,hang,77
grabbed,grab,476,week,week,403,point,point,77
person,person,476,angry,angry,401,farm,farm,76
piece,piece,475,understand,understand,401,f,f,76
ho,ho,473,beach,beach,401,giving,give,76
showed,show,472,closer,close,400,himself,himself,76
bob,bob,472,splash,splash,400,join,join,76
mud,mud,472,explained,explain,399,exactly,exactly,76
finished,finish,470,except,except,399,begin,begin,76
guy,guy,470,kitty,kitty,398,anyone,anyone,76
monsters,monster,469,honey,honey,398,tap,tap,76
exactly,exactly,468,win,win,397,feed,feed,76
woods,wood,468,presents,present,396,knows,know,76
sick,sick,467,turtle,turtle,396,turns,turn,75
rocks,rock,466,franklin,franklin,395,imagine,imagine,75
during,during,463,exactly,exactly,392,staying,stay,75
followed,follow,461,above,above,392,question,question,75
half,half,461,lucky,lucky,392,suddenly,suddenly,75
closer,close,460,walking,walk,391,halloween,halloween,75
win,win,459,dress,dress,389,w,w,75
paint,paint,459,mayor,mayor,388,national,national,75
singing,singe,458,bowl,bowl,388,pooh,pooh,75
lovely,lovely,457,thomas,thomas,388,elizabeth,elizabeth,75
girls,girl,456,goat,goat,388,lions,lion,74
apples,apple,456,minute,minute,387,matter,matter,74
extra,extra,455,field,field,387,starts,start,74
jim,jim,454,rolled,roll,386,pond,pond,74
slow,slow,454,bet,bet,385,wet,wet,74
trip,trip,454,foreign,foreign,385,biggest,big,74
field,field,453,fight,fight,383,sorry,sorry,74
splat,splat,453,perhaps,perhaps,383,germs,germ,74
basket,basket,453,half,half,382,beans,bean,73
write,write,453,become,become,380,break,break,73
plant,plant,452,case,case,380,touch,touch,73
sang,sing,452,pot,pot,379,proud,proud,73
splash,splash,452,boom,boom,379,chocolate,chocolate,73
except,except,451,girls,girl,378,yummy,yummy,73
working,work,449,ahead,ahead,378,branches,branch,73
born,bear,448,save,save,378,act,act,73
snake,snake,448,sick,sick,377,walked,walk,73
lucky,lucky,446,sleeping,sleep,377,species,specie,72
join,join,445,seven,seven,377,smaller,small,72
missing,miss,444,empty,empty,376,happened,happen,72
biggest,big,443,roll,roll,376,middle,middle,72
amelia,amelia,442,son,son,375,owls,owl,72
hop,hop,442,apples,apple,375,energy,energy,72
longer,long,441,wondered,wonder,375,p,p,72
grumpy,grumpy,440,tonight,tonight,374,bill,bill,72
minute,minute,439,able,able,374,eats,eat,71
puppy,puppy,438,passed,pass,373,strange,strange,71
gives,give,438,adventure,adventure,373,stopped,stop,71
son,son,438,whoa,whoa,373,pizza,pizza,71
bite,bite,437,forever,forever,372,race,race,71
games,game,437,luck,luck,372,probably,probably,71
starts,start,437,snake,snake,371,taste,taste,70
o,o,437,t,t,370,lunch,lunch,70
mountain,mountain,436,slow,slow,370,excited,excited,70
often,often,436,mud,mud,370,boat,boat,70
passed,pass,436,landed,land,370,cookies,cookie,70
save,save,435,closed,close,370,meat,meat,70
whale,whale,434,pants,pant,369,died,die,70
dress,dress,434,join,join,369,street,street,70
dry,dry,434,pirate,pirate,369,spider,spider,70
roll,roll,433,dancing,dance,369,y,y,70
llama,llama,432,forgot,forget,369,toes,toe,70
bottom,bottom,431,biggest,big,369,gone,go,69
walking,walk,431,mountain,mountain,369,secret,secret,69
shall,shall,429,build,build,369,spiders,spider,69
cave,cave,428,treats,treat,367,creatures,creature,69
bet,bet,427,bedelia,bedelia,365,fairy,fairy,69
huh,huh,426,clouds,cloud,365,talking,talk,69
beans,bean,425,write,write,365,south,south,69
ahead,ahead,425,huh,huh,365,pups,pup,69
climb,climb,424,climb,climb,364,shell,shell,69
presents,present,424,golden,golden,363,journey,journey,69
giving,give,424,starts,start,363,leaf,leaf,69
franklin,franklin,424,grown,grow,363,toys,toy,69
boom,boom,422,wearing,wear,361,needed,need,69
empty,empty,422,agreed,agree,361,dig,dig,68
sign,sign,422,hop,hop,361,fingers,finger,68
forever,forever,422,reindeer,reindeer,360,boys,boy,68
clifford,clifford,422,eight,eight,360,shaped,shape,68
kitty,kitty,420,till,till,360,snowman,snowman,68
whoa,whoa,419,wake,wake,360,laws,law,68
adventure,adventure,419,evening,evening,359,birthday,birthday,68
bowl,bowl,418,sight,sight,359,meal,meal,68
explained,explain,418,hurry,hurry,359,wolves,wolf,68
sleeping,sleep,417,afternoon,afternoon,359,mountain,mountain,67
c,c,417,sign,sign,358,bye,bye,67
leaf,leaf,417,between,between,357,underground,underground,67
wrote,write,416,crowd,crowd,356,push,push,67
wearing,wear,416,bite,bite,355,river,river,67
bye,bye,415,billy,billy,355,video,video,67
wondered,wonder,415,daisy,daisy,354,horse,horse,67
